"x" "y"
"1" -115.59532289505 48.9820249531005
"2" -112.464915355047 49.0434054931005
"3" -112.464915355047 50.1482552131018
"4" -112.649056975047 51.5600076331034
"5" -113.876667775048 52.8489989731047
"6" -115.90222559505 54.2607513931063
"7" -118.418827735053 55.1200789531073
"8" -120.567146635056 55.1200789531073
"9" -121.058190955056 52.6648573531045
"10" -119.278155295054 50.6392995331023
