Study.area,Patch.ID,Core.ID,Species,Outer.ring,Establishment.date,Reconstructed.age,Est.bin,Shade.tolerance,Functional.type
EBW,EBW-0001,EBW-2017-0006,PICO,2016,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0007,PICO,2016,1902,115,1900,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0008,PICO,2016,1914,103,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0009,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0010,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0011,PICO,2016,1912,105,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0012,PICO,2016,1928,89,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0013,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0014,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0015,PICO,2016,1912,105,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0016,PICO,2016,1924,93,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0025,PICO,2016,1852,165,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0026,PICO,2002,1851,166,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0027,PICO,1996,1851,166,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0028,PICO,2016,1850,167,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0029,PICO,2016,1869,148,1860,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0030,PICO,2016,1858,159,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0031,PICO,2015,1862,155,1860,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0032,PICO,2016,1871,146,1870,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0033,PICO,2006,1862,155,1860,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0034,PICO,2012,1855,162,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0035,PICO,2015,1851,166,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0045,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0046,PICO,1999,1899,118,1890,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0047,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0048,PICO,2016,1901,116,1900,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0049,PICO,2016,1902,115,1900,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0050,PICO,2007,1892,125,1890,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0051,PICO,2016,1911,106,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0052,PICO,2003,1897,120,1890,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0053,PICO,2016,1910,107,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0054,PICO,2016,1895,122,1890,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0055,PICO,2014,1891,126,1890,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0056,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0065,PICO,1993,1852,165,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0066,PICO,2016,1853,164,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0067,PICO,2016,1895,122,1890,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0068,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0069,PICO,1973,1878,139,1870,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0070,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0071,PICO,2016,1851,166,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0072,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0073,PICO,2012,1855,162,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0074,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0001,PICO,2015,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0002,PICO,2004,1938,79,1930,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0003,PICO,2015,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0004,PICO,2015,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0005,PICO,1991,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0020,PICO,2000,1857,160,1850,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0021,PICO,2006,1872,145,1870,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0022,PICO,1996,1864,153,1860,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0023,PICO,1988,1884,133,1880,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0024,PICO,2001,1864,153,1860,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0040,PIEN,2016,1962,55,1960,Tolerant,Tolerant conifer
EBW,EBW-0001,EBW-2017-0041,PIEN,2016,1927,90,1920,Tolerant,Tolerant conifer
EBW,EBW-0001,EBW-2017-0042,PICO,1994,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0043,PIEN,2016,1959,58,1950,Tolerant,Tolerant conifer
EBW,EBW-0001,EBW-2017-0044,PICO,2000,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0060,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0061,PICO,2011,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0062,PIEN,2016,1952,65,1950,Tolerant,Tolerant conifer
EBW,EBW-0001,EBW-2017-0063,PICO,2010,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0001,EBW-2017-0064,PICO,1997,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0405,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0406,PICO,2017,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0407,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0408,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0409,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0410,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0411,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0412,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0413,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0414,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0426,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0427,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0428,PICO,2016,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0429,PICO,2004,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0430,PICO,2016,1923,94,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0431,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0432,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0433,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0434,PICO,2015,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0435,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0400,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0401,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0402,PICO,2017,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0403,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0404,PICO,2014,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0420,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0421,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0422,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0423,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0424,PICO,1999,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0425,PICO,2016,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0440,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0441,PICO,2006,1898,119,1890,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0442,PICO,2007,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0443,PICO,2016,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0444,PICO,2016,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0445,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0446,PICO,2015,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0447,PICO,2016,1914,103,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0448,PICO,2012,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0449,PICO,2016,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0460,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0461,PICO,2014,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0462,PICO,2009,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0463,PICO,1982,1917,100,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0464,PICO,2016,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0465,PICO,2014,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0466,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0467,PICO,1996,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0468,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0006,EBW-2017-0469,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0785,PICO,2016,1870,147,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0786,PICO,2016,1872,145,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0787,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0788,PICO,2016,1866,151,1860,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0789,PICO,2016,1874,143,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0790,PICO,2016,1870,147,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0791,PICO,2016,1868,149,1860,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0792,PICO,2011,1882,135,1880,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0793,PICO,2016,1872,145,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0794,PICO,2016,1871,146,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1205,PICO,2016,1906,111,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1206,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1207,PICO,2016,1902,115,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1208,PICO,2016,1901,116,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1209,PICO,2003,1899,118,1890,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1210,PICO,2016,1903,114,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1211,PICO,2016,1902,115,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1212,PICO,2016,1899,118,1890,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1213,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1214,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1225,PICO,2016,1903,114,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1226,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1227,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1228,PIEN,2016,1918,99,1910,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-1229,PICO,2016,1904,113,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1230,PIEN,2016,1917,100,1910,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-1231,PICO,2016,1905,112,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1232,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1233,PIEN,2016,1925,92,1920,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-1234,PICO,2016,1907,110,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1245,PICO,2012,1902,115,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1246,PICO,2015,1899,118,1890,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1247,PICO,2016,1901,116,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1248,PICO,2016,1901,116,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1249,PICO,2015,1899,118,1890,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1250,PIEN,2016,1914,103,1910,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-1251,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1252,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1253,PICO,2015,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1254,PICO,2016,1900,117,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0780,PICO,2016,1871,146,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0781,PICO,2011,1870,147,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-0782,PIEN,2016,1943,74,1940,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-0783,PIEN,2016,1931,86,1930,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-0784,PICO,2010,1875,142,1870,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1200,PICO,2012,1904,113,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1201,PICO,1976,1937,80,1930,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1202,PICO,1982,1935,82,1930,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1203,PICO,2016,1901,116,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1204,PICO,2016,1915,102,1910,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1220,PICO,2016,1912,105,1910,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1221,PIEN,2016,1925,92,1920,Tolerant,Tolerant conifer
EBW,EBW-0007,EBW-2017-1222,PICO,2016,1906,111,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1223,PICO,2016,1903,114,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1224,PICO,2016,1916,101,1910,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1240,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1241,PICO,2015,1905,112,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1242,PICO,2016,1924,93,1920,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1243 A,PICO,2016,1904,113,1900,Intolerant,Intolerant conifer
EBW,EBW-0007,EBW-2017-1244,PIEN,2016,1914,103,1910,Tolerant,Tolerant conifer
EBW,EBW-0008,EBW-2017-0485,PICO,2016,1886,131,1880,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0486,PICO,1917,1817,200,1810,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0487,PICO,2016,1933,84,1930,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0488,PICO,2016,1924,93,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0489,PICO,2016,1884,133,1880,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0490,PICO,2016,1908,109,1900,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0491,PICO,2016,1926,91,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0492,PICO,2016,1879,138,1870,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0493,PICO,2016,1886,131,1880,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0494,PICO,2016,1892,125,1890,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0505,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0506,PICO,2016,1918,99,1910,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0507,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0508,PICO,2016,1925,92,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0509,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0510,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0511,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0512,PICO,2016,1923,94,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0513,PICO,2015,1923,94,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0514,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0480,PICO,2016,1922,95,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0481,PICO,2016,1933,84,1930,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0482,PICO,2016,1933,84,1930,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0483,PICO,2016,1936,81,1930,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0484,PICO,2016,1936,81,1930,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0500,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0501,PICO,2016,1921,96,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0502,PICO,2016,1919,98,1910,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0503,PICO,2008,1926,91,1920,Intolerant,Intolerant conifer
EBW,EBW-0008,EBW-2017-0504,PICO,2016,1920,97,1920,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0085,PIEN,2016,1953,64,1950,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0086,PIEN,2016,1940,77,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0087,PICO,2016,1975,42,1970,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0088,PIEN,2016,1965,52,1960,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0089,PIEN,2016,1945,72,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0090,PIEN,2016,1948,69,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0091,PIEN,2016,1965,52,1960,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0092,PICO,2016,1962,55,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0093,PIEN,2016,1949,68,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0094,PIEN,2016,1944,73,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0105,PICO,2016,1941,76,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0106,PIEN,2016,1960,57,1960,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0107,PICO,2016,1961,56,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0108,PIEN,2016,1942,75,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0109,PIEN,2016,1948,69,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0110,PICO,2016,1945,72,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0111,PICO,2016,1938,79,1930,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0112,PICO,2016,1950,67,1950,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0113,PICO,2016,1949,68,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0114,PIEN,2016,1956,61,1950,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0125,PICO,2016,1959,58,1950,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0126,PICO,2016,1964,53,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0127,PICO,2016,1962,55,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0129,PICO,2010,1954,63,1950,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0130,PICO,2016,1968,49,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0131,PICO,2016,1950,67,1950,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0132,PICO,2016,1947,70,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0133,PICO,2016,1948,69,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0134,PIEN,2016,1960,57,1960,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0385,ABLA,2016,1940,77,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0386,PICO,2016,1951,66,1950,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0387,PICO,2016,1949,68,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0388,PIEN,2016,1945,72,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0389,ABLA,2016,1937,80,1930,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0390,PIEN,2016,1944,73,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0391,PIEN,2016,1939,78,1930,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0392,PIEN,2016,1944,73,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0393,PIEN,2016,1947,70,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0394,PIEN,2016,1944,73,1940,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0395,PIEN,2016,1937,80,1930,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0115,PICO,1903,1785,232,1780,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0116,,1809,1767,250,1760,NA,NA
EBW,EBW-0009,EBW-2017-0117,,1897,1775,242,1770,NA,NA
EBW,EBW-0009,EBW-2017-0118,,1886,1774,243,1770,NA,NA
EBW,EBW-0009,EBW-2017-0119,,1819,1762,255,1760,NA,NA
EBW,EBW-0009,EBW-2017-0135,PICO,1847,1736,281,1730,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0136,PICO,1853,1732,285,1730,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0080,PIEN,2016,1965,52,1960,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0081,PICO,2016,1973,44,1970,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0082,PICO,2012,1972,45,1970,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0083,PICO,2012,1972,45,1970,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0084,PIEN,2015,1951,66,1950,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0100,PICO,2016,1962,55,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0101,PICO,2016,1964,53,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0102,PICO,2016,1961,56,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0103,PICO,2016,1962,55,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0104,PICO,2010,1957,60,1950,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0120,PICO,2016,1960,57,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0121,PICO,2013,1967,50,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0122,PICO,2016,1960,57,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0123,PICO,2016,1966,51,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0124,PICO,2016,1967,50,1960,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0380,PIEN,2016,1950,67,1950,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0381,PICO,2016,1949,68,1940,Intolerant,Intolerant conifer
EBW,EBW-0009,EBW-2017-0382,PIEN,2016,1954,63,1950,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0383,PIEN,2016,1956,61,1950,Tolerant,Tolerant conifer
EBW,EBW-0009,EBW-2017-0384,PIEN,2016,1950,67,1950,Tolerant,Tolerant conifer
EBW,EBW-0010,EBW-2017-0144,PICO,2016,1924,93,1920,Intolerant,Intolerant conifer
